,berita,categories,berantai,topik,jenis,,,
87,"
*Program kuota belajar pulsa 200RB dan kuota 95GB untuk dosen, guru, siswa, mahasiswa selama pembelajaran jarak jauh periode bulan maret-april!*”",salah,tidak berantai,pendidikan,[fabricated content],,,
88,"“Hari Jadi Perusahaan ke – 60

https: // indomie[dot]plus/ promo/? t=1618519646195″
Indomie dan pulsa belajar
Indomie 1
",salah,tidak berantai,ekonomi,[fabricated content],,,
89,"“Subsidi Listik Pintar PLN Persero
Berlaku hingga 14 Mei 2021
https :// tokenpln .shop/ index.php?appPLN&data1ID=135 Subsidi listrik untuk rumah tangga dengan daya 450VA dan 900VA”",salah,tidak berantai,ekonomi,[fabricated content],,,
90,"
""Kami secara acak memilih 100 pengguna setiap hari untuk memberi Anda bantuan keuangan. Mohon hargai kesempatan Anda! Klik untuk melihat apakah Anda memenuhi syarat. :Rp.5.500.000""",salah,tidak berantai,ekonomi,[fabricated content],,,
91,,salah,,,[fabricated content],,,
92,"""Bantuan sosial finansial sebesar Rp 5.500.000. 2 NIK untuk 1 KK Daftar lengkaphttps://bankbjb.club/bantuan/?bjb.""",salah,tidak berantai ,ekonomi,[fabricated content],,,
93,"“Covid-19 berakhir

File Covid-19 di Inggris Segera berakhir…

Klasifikasi UK Povid berubah dari penyakit menular yang parah menjadi penyakit menular biasa… Permainan berakhir

https://www.gov.uk/guidance/high-consequence-infectious-diseases-hcid

Pemerintah Inggris menyatakan bahwa penyakit Corona adalah virus yang umum, dan hanya orang yang memiliki masalah lain yang takut akan penyakit itu.
Dan itu bisa dilawan dengan pil Parastamol
Sembuh covid19",salah,tidak berantai ,kesehatan,[misleading content],,,
94,,salah,,,[impostor content],,,
95,,salah,,,[manipulated content],,,
96,"“InnaLillahi wa Inna Illaihi roji’un
Assalammu’alaikum Wr Wb
Breaking News : Meneruskan info dr Ibu Dubes KBRI KL 
Tolong beritahu adek2, suami, isteri dan semua teman2 Perhatian ; Mulai saat ini jangan makan makanan kaleng ,terutama  buah2an , khususnya produksi Thailand. Karena di negara itu ada kira2 200 orang pengidap aids kerja di pabrik kalengan, dan mereka masukkan darah mereka ke dalam kalengan2 itu , dan saat ini masalah tersebut telah diketahui DepKes Thailand sehingga kaleng2an tersebut telah banyak di sita ttpi lebih banyak yg sdh terlajur diekspor. Contoh ; Lecy , Rambutan , Lengkeng , Mangga Puding dll. Setelah terima ini cepat kirim ke saudar2 n teman2 semua. Agar tidak konsumsi kalengan apapun…… Demi keselamatan kita semua.      Info dr ibu dubes KBRI 
(Rita Toisuta Arifson Kementrian Kesehatan RI)
Simak Beritanya :https://health.liputan6.hb/read/678535 {semoga bermanfaat}.   Mohon bantu share ya..????????
[ ????WARNING????
Tolong disebar luas kan 
….”

Makanan kalengan thailand",salah,berantai,kesehatan,[misleading content],,,
97,"""Merayakan pembukaan toko ke-1000. Lebih dari 100 komputer dan perangkat seluler, dan 50 hadiah uang tunai. Yang harus Anda lakukan adalah membuka kotak kado yang benar. Anda telah mencoba 3 kali, semoga berhasil!""",salah,tidak berantai,ekonomi,[fabricated content],,,
98,"""Perayaan ulang tahun ke-60. Banyak hadiah yang sangat menarik, serta lebih dari 1.000 unit jam tangan pintar dan perangkat seluler. Yang harus kamu lakukan adalah membuka gift box yang benar. Kamu punya kesempatan tiga kali, semoga berhasil.""",salah,tidak berantai,ekonomi,[fabricated content],,,
99,,salah,,,[fabricated content],,,
100,"""Pembunuh siang hari … Topeng mulai rontok! “Laboratorium biologi China di Wuhan dimiliki oleh Glaxosmithkline, yang (secara tidak sengaja) memiliki Pfizer!” (Orang yang membuat vaksin melawan virus yang (secara tidak sengaja) dimulai di Laboratorium Biologi Wuhan dan yang (secara tidak sengaja) didanai oleh Dr. Fauci, yang (secara tidak sengaja) mempromosikan vaksin tersebut! “GlaxoSmithKline (secara tidak sengaja) dikelola oleh divisi keuangan Black Rock, yang (secara tidak sengaja mengelola keuangan Perusahaan Open Foundation (Soros Foundation), yang (secara tidak sengaja) mengelola AXA Prancis! “Soros (secara tidak sengaja) memiliki perusahaan Jerman Winterthur, yang (secara tidak sengaja) membangun laboratorium China di Wuhan dan dibeli oleh Allianz Jerman, yang (secara kebetulan) memiliki Vanguard sebagai pemegang saham, yang (secara kebetulan) adalah pemegang saham Black Rock, yang (secara kebetulan) mengontrol bank sentral dan mengelola sekitar sepertiga dari modal investasi global. “Black Rock” juga (secara kebetulan) merupakan pemegang saham utama MICROSOFT, yang dimiliki oleh Bill Gates, yang (secara kebetulan) adalah pemegang saham Pfizer (yang ingat? Menjual vaksin ajaib) dan secara kebetulan) sekarang menjadi sponsor pertama dari ‘WHO! Sekarang Anda mengerti bagaimana kelelawar mati yang dijual di pasar basah di China telah menginfeksi SELURUH PLANET! salin dan bagikan dengan cepat ….”",salah,tidak berantai,ekonomi,[misleading content],,,
101,,salah,,,[fabricated content],,,
102,,salah,,,[manipulated content],,,
103,,salah,,,[fabricated content],,,
104,"“Ijin kasih info min 🙏

Waspada di mohon kepada seluruh masyarakat di wilayah:

Bandung
Garut
Purwakarta
Subang
Karawang
Cirebon
Majalengka
Lebak
Cilegon
Pandeglang
Serang
Bogor
Depok
Sukabumi
Cianjur
Makasar
Kendari
Menado
Ambon
Bekasi
Papua
Jika ada Pemuda/Pemudi yang mengatasnamakan dari universitas/perguruan tinggi dan meminta anda untuk menunjukkan KTP dengan alasan sebagai bahan untuk skripsi dan orang tersebut akan memphoto KTP anda, jangan diijinkan apalagi dengan imbalan uang sebagai tanda terima kasih .. Karena foto KTP tersebut di gunakan untuk Peminjaman dana secara Online.
Jika kita menunjukan KTP, maka mereka memphoto KTP kita, KTP yang diminta adalah KTP yang sudah elektik.
silahkan dishare,

Berita dari Disduk Kab. Bandung dan Kab. Serang
Waspada,

MOHON BANTU DI SEBAR KAN”",salah,berantai,ekonomi,[fabricated content],,,
105,"Air Paré/Paria melawan KANKER*

Tolong sebar luaskan. RS pusat angkatan darat (RSPAD Gatot Soebroto )Jakarta. menegaskan bila setiap orang yg mendapatkan info ini kemudian membagikan ke 10 orang lainnya,di pastikan sedikitnya ada satu nyawa yg akan terselamatkan..saya sudah melakukan , Mohon anda juga membantu melakukan bagian anda.Tks!

Air pare yang panas dapat Membunuh Sel Kangker

Pare dapat membunuh sel kanker!Potong 2-3 irisan tipis pare taruh dalam gelas,tuang air panas, air akan menjadi alkalin(basa),minum setiap hari,terhadap siapapun akan bermanfaat.

Air panas pare tsb akan mengeluarkan suatu zat anti kanker, ini adalah sebuah perkembangan baru didalam dunia kedokteran yg bermanfaat dalam mengobati kanker.

Air panas ekstrak pare akan berpengaruh terhadap kista dan tumor.sudah di buktikan dapat menolong pelbagai macam kanker.

Menggunakan pare dalam mengobati kanker,hanya akan mematikan sel sel jahat tumor,dia tidak akan mempengaruhi sel sel yg sehat.

Selain itu asam amino dan polyphenol oxidase drpd pare,dapat menyeimbangkan tekanan darah tinggi,melancarkan peredaran darah,mengurangi penggumpalan darah dan dapat mencegah terjadinya penggumpalan vena dalam(deep vein thrombosis).

Setelah selesai membaca ini,sebar luaskan! Harus jaga dgn baik kesehatan masing masing.mensana in coporesano...🤲

https://nasihatcanggih.blogspot.com/2019/08/tolong-sebar-luaskan-rs-pusat-angkatan.html",salah,berantai,kesehatan,[misleading content],,,
106,,salah,,,[impostor content],,,
107,"“Sebanyak 37 orang sebagaimana terdapat dalam lampiran, Peserta sebagaimana dalam lampiran mengundurkan diri dan sedang dalam pertimbangan pengganti…dst”",salah,tidak berantai ,lain,[fabricated content],,,
108,"KILANG PERTAMINA TERBESAR SE ASIA TENGGARA MELEDAK, KEMUNGKINAN BESAR SUPLAI BAHAN BAKAR AKAN MENGALAMI KELANGKAAN DI PULAU JAWA KHUSUSNYA JAWA BARAT, SEGERA ISI FULL TANK BAHAN BAKAR KENDARAAN ANDA DARI SEKARANG.
SIAP -SIAP KEMUNGKINAN TERBURUK BERIMBAS PADA SUPLAI PANGAN HINGGA MENYEBABKAN KELANGKAAN KETAHANAN PANGAN BANGSA, KEMUNGKINAN TERBURUKNYA LAGI AKAN BERIMBAS PADA KENAIKAN HARGA PANGAN, SEMBAKO DLL.

DALAM KURUN WAKTU KURANG DARI 24 JAM BANGSA INI DILANDA TEROR DAN SABOTASE.

WASPADA",salah,tidak berantai ,ekonomi,[misleading content],,,
109,"“http://kuotabimbel[dot]online/?v=75GigaBytes

KEMENDIKBUD
Program kuota belajar pulsa 200RB dan kuota 75GB untuk dosen, guru, siswa, mahasiswa selama pembelajaran jarak jauh periode bulan maret!”
",salah,tidak berantai ,pendidikan,[impostor content],,,
110,"“TV One baru saja mengeluarkan berita bahwa hacker sudah mulai masuk _*WA*_, mereka menempatkan video seks/porno, atau permintaan dana dg berbagai alasan memakai nama anda pada teman2 anda, tanpa anda mengetahuinya.

Anda tidak dapat melihatnya, namun orang lain bisa melihatnya se-olah2 anda yg mempublikasikannya.

*Jadi, jika anda menerima suatu video atau permintaan dana (barangkali atas nama saya), maka itu bukan saya, mohon konfirmasikan ke saya!!!*

Ternyata hal ini sdh terjadi bbrp kasus dlm _*bbrp group wa*_. Waspadalah, jangan sampai terjadi pd akun anda. Terimakasih.

*NB: Sebarkan berita ini, demi keamanan anda.*

*Terimakasih.*”",salah,berantai,lain,[misleading content],,,
111,,salah,,,[fabricated content],,,
112," “Info setelah vaksin Covid-19 2021 buat yg ikutan Vaksin..
Gak boleh makan TAPE SINGKONG
🙏🙏

Oh iya, selama 5 bulan tak boleh minum yg mengandung alkohol. Termasuk tape. Ini sangat penting. Krena fungsi vaksin akan hilang total jikalau kita komsumsi alkohol.. 💪💪💪

Kabarin ke orang tua tersayang, kerabat tercinta.. Thanks”.

Tdk boleh vaksinasi",salah,berantai,kesehatan,[misleading content],,,
113,"
""Guru honorer di Leles Garut jadi lumpuh setelah vaksin ke dua...kpd pemerintah harus wajib bertanggung jawab atas sudah mulai berguguran korban vaksin c.19 rakyat jangan di paksa...sifatnya sekedar sukarelawan..""""HALLOO. GUYS SETELAH DI VAKSIN SEORANG. GURU. HONORER DI. LELES. GARUT JADI. LUMPUH...‼""",salah,tidak berantai,kesehatan,[misleading content],,,
114,"""Info setelah vaksin Covid-19 2021 buat yg ikutan Vaksin.. Gak boleh makan TAPE SINGKONG

Oh iya, selama 5 bulan tak oleh minum yg mengandung alkohol. Termasuk tape. Ini sangat penting. Krena fungsi vaksin akan hilang total jikalau kita komsumsi alkohol..

Kabarin ke orang tua tersayang, kerabat tercinta.. Thanks""",salah,berantai,kesehatan,[fabricated content],,,
115,,salah,,,[misleading content],,,
116,,salah,,,[fabricated content],,,
117,"“Mohon ijin menyampaikan info lamaran kerja di Pemkot Surabaya….Lamaran kerja ke Dinas yg ada:

PU CIPTA KARYA
PU BINA MARGA
DISHUB
DKRTH/DKP
PAJAK
TANAH
…………………….
WA On line Dinsos ke “Konsultasi dan pengajuan SKM Non Kesehatan”, Ketik saja :
No Nik Kepala Keluarga :
No KK:
Alamat KK:
Alamat domisili:
Kelurahan:
Kec:
No Telp:
Kirim foto KK dan KTP
Syarat nya:

Lamaran dilampiri surat pengantar dari RT/RW setempat",salah,tidak berantai,lain,[impostor content],,,
118,,salah,,,[impostor content],,,
119,"*Kabar Gembira*

Vaksin utk Warga Jawa Barat

Hari ini 16-3-2021 diumumkan oleg Gubernur bahwa mulai hari Kamis 18-3-2021 dibyka untuk umum dan KTP Jawa Barat.

Dari Jam 06.00-11.00 wib

Gedung pakuan tempat tinggal gubernur jl.cicendo gubernuran

Per hari 1000 vaksin

vaksin umum",salah,tidak berantai,kesehatan,[misleading content],,,
120,"SADARLAH WAHAI PRIBUMI…WASPADA dan SIAGALAH….

:point_down::point_down::point_down:

Agenda Persatuan Komunis Chung Kuo Internasional, Pusat RRC :

1. MISKINKAN PRIBUMI DENGAN SYSTIM
2. Jauhkan ummat ISLAM dari ajaran agamanya
3. Campur adukkan ajaran agama
4. ADU DOMBA/benturkan sesama pribumi.
5. RUSAK GENERASI MUDA DENGAN NARKOBA
6. RACUNI PRIBUMI MELALUI PRODUCT SACHET (kemasan instan, siap saji)
7. Sesatkan pribumi melalui media
8. Rusak wanita dgn UANG & SEX BEBAS
9. TEBARKAN FITNAH ULAMA MELALUI MEDIA
10. Kriminalisasi lawan politik yang Muslim taat, lurus
11. PAKAI JURUS MALING TERIAK MALING
12. JADIKAN PRIBUMI BUDAK DI NEGARANYA
13. TUTUP SEMUA KEBENARAN DGN PENGALIHAN ISYU Sehingga pribumi hanya sibuk dgn pengalihan isu di media
14. Viralkan tokoh yang merusak mindset (k-pop, nm, dll)
15. Buat karangan fitnah baru di media
16. Sebarkan doktrin dan banggakan, unggulkan product china
17. Rusak akun yang menyuarakan kebenaran
18. Kuasai politik & pemerintah
19. KUASAI EXECUTIF, YUDICATIF, LEGISLATIF.
20. KUASA TANAH, RUMAH, PROPERTY DI SELURUH NKRI
21. KUASAI PASAR, DISTRIBUTOR dan AGEN.
22. KUASAI LEMBAGA KEUANGAN DAN PERBANKAN
23. KUASAI PRODUCT KEBUTUHAN HARI HARI MASYARAKAT
24. KUASAI JARINGAN INTERNET, TELEKOMUNIKASI & SEMUA MEDIA.

#Amarma‘rufnahimunkar.
#Fahami
#Kilasbalik.

Lazimnya komunis dan Munafiqun yang tidak suka kepada para Alim Ulama !!!

https://m.solopos.com/menlu-as-ingatkan-ancaman-partai-komunis-china-ke-ormas-islam-indonesia-1089122#kilasbalik.",salah,tidak berantai,politik,[misleading content],,,
121,"""Ini grafik antibody setelah vaksin, hari ke 7 mulai kelihatan, puncak hari ke 10 kemudian turun sampai hari ke 28 sudah kecil sekali, kemudian di suntik hasilnya antibody jadi melonjak.

7 hari setelah vaccine anti body menurun jadi kalau bisa jangan keluar dulu. Itu sebabya orang bisa kena covid beberapa hari sebelum vaksin ke 2 karena antibody sudah mendekat nol.""",salah,tidak berantai,kesehatan,[manipulated content],,,
122,"
""Alhamdulillah

Beruntunglah Bagi Masyarakat Yg Sudah DI VAKSIN dan Mempunyai No Rekening & Kartu ATM BRI ,

Sesuai dengan Kepres No. 13/Kepres/RI/XII/2020, bahwa semua WNI yang sudah divaksin dan mempunyai No Rekening & Kartu ATM BRI , akan menerima bantuan langsung tunai sebesar Rp. 1.500.000,- per bulan per Kartu Keluarga (KK) hingga pandemi covid 19 dinyatakan tuntas.

SYARAT2:

1. Foto Copy KK

2. Foto Copy Buku Tabungan

3. Foto Copy KTP Kepala Keluarga

4. Masing-masing rangkap 2Dana sudah dapat dicairkan langsung mulai 09 maret 2021 s/d 17 Mei 2021, dengan membawa syarat tersebut ke Bank BRI Terdekat .

Hal ini merupakan komitmen terbaru dari Menteri Keuangan RI & Menteri Kesehatan RI, diperkuat pidato Presiden RI di depan semua Kepala Daerah Indonesia.

Selain itu, beliau juga mempertegas akan memperbarui APBN 2021 untuk direvisi ""Bantuan Langsung Tunai""

.Alhamdulillah, ternyata benar, rezeki itu datangnya tak diduga-duga.

Mari kita semua senantiasa bersyukur,...

_____________

Dalam pelajaran Bahasa Indonesia, tulisan di atas dapat digolongkan dalam :

A. Cerpen

B. Cerita rakyat

C. Cerita khayal

D. Kesambet

E. Kesurupan

Pilih jawaban yang kamu anggap benar......😇😆🤭""",salah,tidak berantai,kesehatan,[fabricated content],,,
123,"
""Vaksin Covid 19 dari China menduduki 4 ranking teratas vaksin paling aman dari semua vaksin yg sdh beredar. Ini laporan dari NEW YORK TIMES. Jadi Vaksin dari China BUKAN ABAL - ABAL

Report by The New York Times on Feb 5, 2021.In the safety ranking, the top four are all Chinese vaccines:

1. Sinopharm (China)

2. Sinovac (China)

3. Kexing (China)

4. Can Sino (China)

5. AstraZeneca (UK)

6. Pfizer (United States and Germany)

7. Modena (United States) 8. Johnson & Johnson (United States)

9. Novavax (United States)

10. Satellite 5 (Russia) Sinopharm has two vaccines, ranking first and second respectively.

China has exported more than 500 million doses of vaccines to more than 50 countries around the world, and it is estimated that hundreds of millions of people have been vaccinated. And China's vaccine accident rate is lower and safer.

As reported by Western media, many wealthy people in Britain fly to the UAE to vaccinate Chinese national medicine.

https://www.nytimes.com/2021/02/05/opinion/covid-vaccines-china-russia.html""

atau dalam Bahasa Indonesia:

""Laporan oleh The New York Times pada 5 Februari 2021.

Dalam peringkat keamanan, empat teratas adalah semua vaksin China:

1. Sinopharm (Cina)

2. Sinovac (Cina)

3. Kexing (Cina)

4. Bisa Sino (China)

5. AstraZeneca (Inggris)

6. Pfizer (Amerika Serikat dan Jerman)

7. Modena (Amerika Serikat)

8. Johnson & Johnson (Amerika Serikat)

9. Novavax (Amerika Serikat)

10. Satelit 5 (Rusia) Sinopharm memiliki dua vaksin, peringkat pertama dan kedua masing-masing.

China telah mengekspor lebih dari 500 juta dosis vaksin ke lebih dari 50 negara di seluruh dunia, dan diperkirakan ratusan juta orang telah divaksinasi. Dan tingkat kecelakaan vaksin China lebih rendah dan lebih aman. Seperti dilansir media Barat, banyak orang kaya di Inggris terbang ke UEA untuk memvaksinasi pengobatan nasional Tiongkok.

https://www.nytimes.com/2021/02/05/opinion/covid-vaccines-china-russia.html""",salah,tidak berantai,kesehatan,[fabricated content],,,
124,"“TELAH DIBUKA GELOMBANG KE-2 Kuota Internet Free dari Operator!
Anda adalah orang yang beruntung jika mendapatkan pesan ini

1.Subsidi tidak dipungut biaya sepeserpun
2.Buka websitenya dan segera daftarkan untuk mendapatkan 45GB.
3.Batas Pemberian Subsidi: 31 Maret 2021

Klik pada link di bawah untuk mendaftar:
https:// gratiskuota . org?v=50gb

Harap aktifkan nomor HP anda karena setelah mendaftar pada link diatas, kuota internet akan disubsidikan setelah 30 menit!”",salah,tidak berantai,ekonomi,[fabricated content],,,
125,"gimana nih👇

YANG SUDAH DIVACCINE SILAHKAN TANYA KE PEMERINTAH,APAKAH ADA JAWABAN LAIN,SELAIN DIBAWAH INI?👇👇👇👇👇

Ini ada pertanyaan dan jawaban sebelum memutuskan memvaksin diri

Herd immunity",salah,tidak berantai,kesehatan,[misleading content],,,
126,,salah,,,[fabricated content],,,
127,"“http://kuotasekolah[dot]online/?gokuota
Daftar Segera!! Subsidi kuota kemendikbud lagi diperpanjang”

Internet subsidi",salah,tidak berantai,pendidikan,[fabricated content],,,
128,,salah,,,[impostor content],,,
129,"“[ Hati2 Tilang Elektronik ]

Berlaku Utk Mobil & sepeda Motor

. Jangan Pake Masker Asal2an

. Jangan Pegang Hp

. Perhatikan Marka Jalan

. Batas Kecepatan di Tol

. Traffiklaight Jgn Diterjang

. Kunci Helm Yg Benar

. Lampu & Liting Spd Motor

Harus Ada Dan Saat Belok

Harus Tepat Waktu

Mulai Tgl 14 Maret 2021 Serempak Seluruh Ind Sudah

Mulai Berlaku :

Sanksi Denda Bisa Sampai 5jt

JGN DIREMEHKAN [ Hati2 Tilang”
",salah,tidak berantai,lain,[fabricated content],,,
